Subj,CC,trial,Q,F,P,Pword,Item,rt,Score
S47,cc7,263,deg,LF,unr,wisdom,BALLOON,615,C
S47,cc7,264,deg,HF,unr,slap,BACK,522,C
S47,cc7,265,deg,LF,unr,paste,BELL,522,C
S47,cc7,266,clr,NW,unr,rose,OVERJAGE,827,C
S47,cc7,267,deg,NW,unr,drink,VACER,680,C
S47,cc7,268,clr,NW,unr,motor,VORD,712,C
S47,cc7,269,deg,LF,rel,plead,GUILTY,561,C
S47,cc7,270,clr,NW,unr,star,HEAN,633,C
S47,cc7,271,clr,NW,unr,casket,WOILY,946,C
S47,cc7,272,deg,NW,unr,shiver,DEAT,871,C
S47,cc7,273,deg,LF,unr,monk,SCENT,1069,C
S47,cc7,274,clr,HF,rel,scout,GIRL,523,C
S47,cc7,275,deg,HF,rel,free,COST,618,C
S47,cc7,276,clr,LF,rel,referee,SOCCER,543,C
S47,cc7,277,deg,NW,unr,bicycle,BAGES,2693,E
S47,cc7,278,clr,NW,unr,child,REGEEP,916,C
S47,cc7,279,deg,LF,rel,barrel,MONKEY,628,C
S47,cc7,280,clr,NW,unr,palm,FRIMER,938,C
S47,cc7,281,clr,NW,unr,hate,POAL,783,C
S47,cc7,282,deg,HF,unr,serial,PLAY,630,C
S47,cc7,283,clr,NW,unr,cape,VIRMER,652,C
S47,cc7,284,clr,NW,unr,beer,TRANSVAME,950,C
S47,cc7,285,deg,NW,unr,pool,HADER,1039,C
S47,cc7,286,deg,NW,unr,beach,SEEF,744,C
S47,cc7,287,clr,HF,rel,pilot,PLANE,614,C
S47,cc7,288,deg,LF,rel,skip,JUMP,568,C
S47,cc7,289,deg,NW,unr,shape,JOAD,738,C
S47,cc7,290,clr,LF,unr,pound,MAIL,529,C
S47,cc7,291,clr,NW,unr,drunk,BIST,628,C
S47,cc7,292,deg,HF,unr,bleach,PRESENT,985,C
S47,cc7,293,clr,LF,rel,sword,BLADE,550,C
S47,cc7,294,clr,NW,unr,onion,PAME,672,C
S47,cc7,295,clr,LF,unr,missile,CORN,464,C
S47,cc7,296,clr,LF,unr,physics,CHEAP,549,C
S47,cc7,297,clr,LF,unr,wedding,STICKY,619,C
S47,cc7,298,clr,LF,unr,burst,SMART,496,C
S47,cc7,299,clr,NW,unr,excuse,PIMEL,639,C
S47,cc7,300,clr,NW,unr,watch,PREHOIN,631,C
S47,cc7,301,clr,LF,unr,prank,BUNNY,495,C
S47,cc7,302,deg,NW,unr,tall,NAFTS,570,C
S47,cc7,303,clr,HF,unr,mare,IDEA,518,C
S47,cc7,304,clr,NW,unr,muffin,PAIME,806,C
S47,cc7,305,clr,HF,rel,hike,WALK,464,C
S47,cc7,306,deg,LF,rel,quail,DUCK,646,C
S47,cc7,307,clr,NW,unr,dislike,ABNORD,704,C
S47,cc7,308,clr,LF,rel,walrus,TUSK,855,C
S47,cc7,309,clr,NW,unr,neat,TOOMS,1273,C
S47,cc7,310,clr,LF,rel,sailor,NAVY,562,C
S47,cc7,311,clr,HF,unr,piano,NUMBER,570,C
S47,cc7,312,clr,LF,unr,musk,PRIEST,1173,E
S47,cc7,313,clr,HF,unr,guide,HOME,484,C
S47,cc7,314,deg,LF,unr,croak,INSECT,732,C
S47,cc7,315,clr,LF,unr,plum,BATH,648,C
S47,cc7,316,clr,LF,unr,warmth,FRIGHT,914,C
S47,cc7,317,deg,LF,unr,seam,HIDE,642,C
S47,cc7,318,clr,NW,unr,proper,PROGOLLS,1371,C
S47,cc7,319,deg,NW,unr,dress,NACE,1574,C
S47,cc7,320,deg,LF,unr,barrier,CRASH,520,C
S47,cc7,321,deg,NW,unr,used,RISHED,825,C
S47,cc7,322,deg,LF,rel,fray,TEAR,552,C
S47,cc7,323,deg,HF,unr,complex,DESTROY,622,C
S47,cc7,324,clr,NW,unr,neck,VELLS,708,C
S47,cc7,325,deg,NW,unr,giggle,BIAL,2441,C
S47,cc7,326,deg,LF,rel,awkward,WEIRD,555,C
S47,cc7,327,clr,HF,unr,jeans,HOTEL,884,C
S47,cc7,328,deg,LF,rel,stuck,GLUE,671,C
S47,cc7,329,clr,NW,unr,horror,BUCT,895,C
S47,cc7,330,clr,LF,rel,graft,SKIN,537,C
S47,cc7,331,deg,LF,rel,team,SPORT,560,C
S47,cc7,332,deg,HF,rel,choice,PICK,665,C
S47,cc7,333,clr,NW,unr,spank,GOORCH,614,C
S47,cc7,334,deg,NW,unr,skirt,VADES,761,C
S47,cc7,335,clr,LF,rel,robbery,THIEF,553,C
S47,cc7,336,deg,NW,unr,boat,EXMIRD,834,C
S47,cc7,337,clr,LF,rel,stomach,ACHE,546,C
S47,cc7,338,deg,NW,unr,garlic,DURFER,648,C
S47,cc7,339,deg,NW,unr,corpse,GIPER,723,C
S47,cc7,340,deg,HF,rel,mayor,CITY,524,C
S47,cc7,341,deg,NW,unr,ease,UNGURB,686,C
S47,cc7,342,deg,HF,rel,nephew,UNCLE,529,C
S47,cc7,343,clr,LF,unr,foam,STICK,597,C
S47,cc7,344,deg,NW,unr,sharp,WEERD,725,C
S47,cc7,345,clr,NW,unr,finish,PROLEEL,1343,C
S47,cc7,346,deg,HF,rel,handle,CARE,486,C
S47,cc7,347,clr,NW,unr,peel,FOOR,576,E
S47,cc7,348,deg,NW,unr,kill,OVERTAGE,1142,C
S47,cc7,349,clr,LF,unr,ounce,STORM,580,C
S47,cc7,350,clr,LF,unr,rise,SILVER,1009,C
S47,cc7,351,clr,HF,unr,wager,HOLD,676,C
S47,cc7,352,clr,NW,unr,clam,HORME,741,C
S47,cc7,353,deg,NW,unr,cracker,GEENER,707,C
S47,cc7,354,clr,HF,unr,core,HAVE,585,C
S47,cc7,355,deg,NW,unr,tale,TASHED,934,C
S47,cc7,356,clr,NW,unr,boots,GAFT,617,C
S47,cc7,357,clr,HF,unr,just,THINK,508,C
S47,cc7,358,deg,HF,unr,rude,GONE,585,C
S47,cc7,359,clr,LF,unr,monarch,BIRD,567,C
S47,cc7,360,clr,NW,unr,algebra,GASER,769,C
S47,cc7,361,deg,NW,unr,doctor,GACKEL,694,C
S47,cc7,362,clr,HF,rel,design,MAKE,536,C
S47,cc7,363,deg,NW,unr,stream,STAPEL,907,E
S47,cc7,364,deg,NW,unr,magic,SARPS,931,C
S47,cc7,365,deg,NW,unr,stand,VOLKEL,614,C
S47,cc7,366,clr,NW,unr,razor,NENTS,1018,C
S47,cc7,367,deg,HF,rel,fair,RIDE,816,C
S47,cc7,368,clr,NW,unr,sail,FOOMS,827,C
S47,cc7,369,deg,LF,unr,omelet,PUSH,777,C
S47,cc7,370,clr,LF,rel,throne,KING,637,C
S47,cc7,371,deg,NW,unr,gift,POAT,1063,C
S47,cc7,372,clr,NW,unr,tire,VIND,692,C
S47,cc7,373,clr,HF,rel,south,WEST,472,C
S47,cc7,374,deg,NW,unr,live,DOLFIN,767,C
S47,cc7,375,clr,LF,rel,stake,VAMPIRE,947,C
S47,cc7,376,deg,LF,unr,rail,MELT,1065,C
S47,cc7,377,deg,LF,unr,towel,WITCH,710,C
S47,cc7,378,deg,NW,unr,worst,SAMP,571,E
S47,cc7,379,deg,LF,unr,carrots,JOKE,689,C
S47,cc7,380,clr,NW,unr,bourbon,UNKOOM,741,C
S47,cc7,381,clr,HF,rel,yawn,TIRED,674,C
S47,cc7,382,deg,HF,rel,report,TELL,1443,C
S47,cc7,383,clr,NW,unr,jacket,DANDEL,1067,C
S47,cc7,384,clr,NW,unr,crowd,JASHES,761,C
S47,cc7,385,deg,NW,unr,cure,WERNED,679,C
S47,cc7,386,clr,NW,unr,weak,VIRD,568,C
S47,cc7,387,deg,LF,rel,straw,SODA,562,C
S47,cc7,388,deg,LF,unr,pigeon,RULER,651,C
S47,cc7,389,deg,NW,unr,where,NIDE,790,C
S47,cc7,390,clr,LF,unr,melody,HURT,572,C
S47,cc7,391,deg,NW,unr,prison,UNBERM,886,C
S47,cc7,392,deg,NW,unr,stain,MUELED,656,C
S47,cc7,393,deg,NW,unr,alike,KOOPER,732,C
S47,cc7,394,deg,NW,unr,rhythm,MAND,727,E
S47,cc7,395,clr,LF,unr,flannel,SWIM,637,C
S47,cc7,396,deg,NW,unr,plain,GROPEL,662,C
S47,cc7,397,clr,NW,unr,sweet,CONTRANAIM,1171,C
S47,cc7,398,clr,HF,unr,vary,FIRE,710,C
S47,cc7,399,deg,NW,unr,penny,FRID,780,C
S47,cc7,400,deg,NW,unr,shake,SUBVURD,754,C
S47,cc7,401,clr,LF,unr,fragile,ANGER,595,C
S47,cc7,402,clr,HF,unr,compass,SEAT,673,C
S47,cc7,403,clr,LF,rel,gain,WEIGHT,578,C
S47,cc7,404,deg,HF,rel,appeal,LIKE,1056,C
S47,cc7,405,clr,HF,rel,nails,FINGER,1116,C
S47,cc7,406,deg,NW,unr,movie,DISWOUL,644,C
S47,cc7,407,clr,LF,rel,pear,FRUIT,654,C
S47,cc7,408,clr,LF,rel,crumb,CAKE,682,C
S47,cc7,409,clr,NW,unr,price,MEERS,698,C
S47,cc7,410,clr,HF,unr,cigar,LONG,624,C
S47,cc7,411,deg,NW,unr,area,HISE,950,C
S47,cc7,412,deg,NW,unr,bomb,PRENITY,1371,C
S47,cc7,413,clr,NW,unr,stove,TEAPS,1062,C
S47,cc7,414,deg,NW,unr,protect,DOAF,755,C
S47,cc7,415,deg,NW,unr,throat,PREPERN,1253,C
S47,cc7,416,clr,HF,unr,term,PLANT,552,C
S47,cc7,417,clr,NW,unr,push,JAINS,1408,C
S47,cc7,418,deg,HF,unr,length,SMOKE,579,C
S47,cc7,419,deg,LF,rel,dump,GARBAGE,593,C
S47,cc7,420,deg,LF,unr,hawk,CARDS,576,C
S47,cc7,421,clr,NW,unr,fear,CRIG,860,C
S47,cc7,422,clr,HF,rel,brief,SHORT,562,C
S47,cc7,423,deg,LF,unr,hail,PINT,826,C
S47,cc7,424,clr,NW,unr,dull,REET,711,C
S47,cc7,425,clr,NW,unr,span,LIPER,768,C
S47,cc7,426,clr,HF,unr,decide,MANY,532,C
S47,cc7,427,clr,NW,unr,mammal,PARN,1207,C
S47,cc7,428,deg,NW,unr,judge,HERME,657,C
S47,cc7,429,clr,LF,unr,spade,EAGLE,766,C
S47,cc7,430,clr,NW,unr,worth,GIAL,627,C
S47,cc7,431,deg,NW,unr,quart,NEEPS,665,C
S47,cc7,432,deg,HF,unr,cork,SCHOOL,581,C
S47,cc7,433,deg,HF,unr,logic,RIGHT,594,C
S47,cc7,434,deg,HF,unr,lodge,BLUE,561,C
S47,cc7,435,clr,NW,unr,whip,NERM,586,C
S47,cc7,436,clr,LF,rel,cobra,SNAKE,552,C
S47,cc7,437,clr,LF,rel,captive,HOSTAGE,688,C
S47,cc7,438,clr,NW,unr,brain,VEATH,738,C
S47,cc7,439,clr,HF,unr,tractor,VISION,752,C
S47,cc7,440,clr,NW,unr,artery,DEHIET,593,C
S47,cc7,441,deg,NW,unr,human,PLOGED,946,C
S47,cc7,442,clr,HF,unr,spirit,WINE,551,C
S47,cc7,443,deg,NW,unr,aunt,FLEEPED,782,C
S47,cc7,444,clr,HF,rel,simple,MIND,549,C
S47,cc7,445,clr,LF,unr,prune,WOOL,683,C
S47,cc7,446,deg,LF,unr,mule,CHEAT,634,C
S47,cc7,447,clr,HF,unr,costume,GARDEN,611,C
S47,cc7,448,clr,NW,unr,east,MUCTS,598,C
S47,cc7,449,deg,NW,unr,time,BIETER,839,C
S47,cc7,450,deg,NW,unr,biscuit,REJATHED,647,C
S47,cc7,451,clr,HF,rel,rooster,MORNING,530,C
S47,cc7,452,clr,NW,unr,brandy,LOMED,597,C
S47,cc7,453,deg,LF,unr,oval,HABIT,598,C
S47,cc7,454,deg,HF,unr,pity,ENGINE,533,C
S47,cc7,455,clr,HF,rel,stiff,BOARD,536,C
S47,cc7,456,clr,LF,unr,anxiety,COAT,524,C
S47,cc7,457,deg,NW,unr,step,PURD,556,C
S47,cc7,458,clr,NW,unr,bitter,INTHID,645,C
S47,cc7,459,clr,HF,rel,gloves,HANDS,527,C
S47,cc7,460,deg,NW,unr,saber,WIET,690,C
S47,cc7,461,clr,NW,unr,site,ANTIPOLD,869,C
S47,cc7,462,clr,NW,unr,chance,KENTED,826,C
S47,cc7,463,deg,NW,unr,place,FELD,1112,C
S47,cc7,464,clr,NW,unr,kitten,SUBDOOP,1105,C
S47,cc7,465,clr,NW,unr,trace,NAIN,871,C
S47,cc7,466,deg,HF,rel,beam,LIGHT,575,C
S47,cc7,467,deg,NW,unr,seek,ENJOLK,618,C
S47,cc7,468,deg,NW,unr,part,JACE,832,C
S47,cc7,469,clr,LF,rel,attack,DEFEND,689,C
S47,cc7,470,clr,NW,unr,ceiling,FODE,659,C
S47,cc7,471,clr,NW,unr,strange,RAIM,657,C
S47,cc7,472,clr,HF,unr,exhale,BLACK,495,C
S47,cc7,473,deg,HF,rel,journal,WRITE,729,C
S47,cc7,474,clr,HF,rel,broken,HEART,516,C
S47,cc7,475,deg,NW,unr,write,INTERVESS,1845,C
S47,cc7,476,clr,HF,rel,alley,STREET,561,C
S47,cc7,477,deg,LF,unr,bunch,OYSTER,648,C
S47,cc7,478,clr,HF,rel,gravity,EARTH,643,C
S47,cc7,479,clr,NW,unr,green,ROLK,604,C
S47,cc7,480,clr,NW,unr,robber,JIOT,635,C
S48,cc8,1,clr,HF,unr,century,MORE,614,C
S48,cc8,2,deg,NW,unr,sing,FONGE,826,C
S48,cc8,3,deg,NW,unr,neck,VELLS,616,C
S48,cc8,4,clr,NW,unr,stain,MUELED,986,E
S48,cc8,5,deg,LF,unr,dump,HANGER,819,C
S48,cc8,6,deg,HF,unr,through,BOAT,546,C
S48,cc8,7,deg,NW,unr,piece,ANTIVORM,950,C
S48,cc8,8,deg,NW,unr,drug,HESTEL,716,C
S48,cc8,9,deg,NW,unr,green,ROLK,741,C
S48,cc8,10,deg,HF,unr,granite,GIVE,626,C
S48,cc8,11,clr,NW,unr,protect,DOAF,680,C
S48,cc8,12,clr,HF,rel,gray,BLACK,552,C
S48,cc8,13,deg,NW,unr,site,ANTIPOLD,704,C
S48,cc8,14,clr,LF,unr,outlaw,SPORT,614,C
S48,cc8,15,clr,NW,unr,brush,GAKER,665,C
S48,cc8,16,clr,NW,unr,ease,UNGURB,631,C
S48,cc8,17,deg,NW,unr,meeting,VARD,751,C
S48,cc8,18,deg,NW,unr,kitten,SUBDOOP,672,C
S48,cc8,19,deg,NW,unr,boring,DORNER,671,C
S48,cc8,20,deg,NW,unr,worth,GIAL,640,C
S48,cc8,21,clr,NW,unr,place,FELD,792,C
S48,cc8,22,deg,LF,rel,plum,PURPLE,561,C
S48,cc8,23,deg,LF,unr,snail,SNAKE,553,C
S48,cc8,24,deg,NW,unr,full,LORKED,625,C
S48,cc8,25,clr,HF,rel,complex,HARD,551,C
S48,cc8,26,deg,NW,unr,chalk,DEFITY,784,C
S48,cc8,27,deg,NW,unr,jacket,DANDEL,709,C
S48,cc8,28,deg,NW,unr,bourbon,UNKOOM,571,C
S48,cc8,29,deg,NW,unr,tooth,SACE,551,C
S48,cc8,30,deg,LF,rel,melody,TUNE,686,C
S48,cc8,31,deg,NW,unr,sail,FOOMS,849,C
S48,cc8,32,deg,LF,unr,famine,STAMP,692,C
S48,cc8,33,clr,NW,unr,soar,VAKER,935,C
S48,cc8,34,clr,HF,unr,novel,UNCLE,779,C
S48,cc8,35,clr,LF,rel,croak,FROG,911,C
S48,cc8,36,clr,NW,unr,cure,WERNED,592,C
S48,cc8,37,deg,LF,unr,stuck,LOCK,1041,E
S48,cc8,38,deg,LF,unr,symbol,BLADE,932,C
S48,cc8,39,deg,NW,unr,lion,TRANSVEEM,695,C
S48,cc8,40,clr,HF,rel,rude,MEAN,634,C
S48,cc8,41,deg,HF,rel,compass,POINT,627,C
S48,cc8,42,clr,LF,rel,monk,PRIEST,776,C
S48,cc8,43,deg,HF,unr,mark,SHOW,603,C
S48,cc8,44,deg,NW,unr,sugar,FAFT,651,C
S48,cc8,45,deg,HF,rel,smash,DESTROY,759,C
S48,cc8,46,clr,NW,unr,stream,STAPEL,1078,E
S48,cc8,47,clr,NW,unr,punish,DIATOOF,1458,C
S48,cc8,48,clr,NW,unr,skirt,VADES,591,C
S48,cc8,49,deg,HF,rel,meaning,REASON,658,C
S48,cc8,50,clr,LF,unr,sword,SIGN,496,C
S48,cc8,51,deg,NW,unr,measure,HOLKS,650,E
S48,cc8,52,clr,HF,unr,dock,DONE,497,C
S48,cc8,53,clr,LF,rel,tarnish,SILVER,764,C
S48,cc8,54,clr,LF,unr,panther,SOUR,526,C
S48,cc8,55,deg,NW,unr,motor,VORD,610,C
S48,cc8,56,clr,NW,unr,song,GORT,789,C
S48,cc8,57,clr,NW,unr,prison,UNBERM,1179,C
S48,cc8,58,clr,NW,unr,value,UNFERO,656,C
S48,cc8,59,clr,LF,unr,stake,CANDY,539,C
S48,cc8,60,deg,NW,unr,mammal,PARN,513,E
S48,cc8,61,clr,LF,unr,scar,VEIN,570,C
S48,cc8,62,clr,HF,rel,mirage,VISION,500,C
S48,cc8,63,clr,LF,unr,seal,HUNGER,498,C
S48,cc8,64,deg,HF,unr,plow,MORNING,481,C
S48,cc8,65,clr,NW,unr,seek,ENJOLK,537,E
S48,cc8,66,clr,HF,rel,theory,IDEA,1238,C
S48,cc8,67,deg,HF,unr,report,SHORT,679,C
S48,cc8,68,clr,NW,unr,part,JACE,647,C
S48,cc8,69,deg,NW,unr,munch,PROMELP,593,C
S48,cc8,70,deg,HF,rel,vanish,GONE,514,C
S48,cc8,71,deg,NW,unr,algebra,GASER,866,C
S48,cc8,72,clr,HF,rel,voice,SOUND,488,C
S48,cc8,73,deg,HF,rel,scalp,HEAD,1204,C
S48,cc8,74,clr,NW,unr,lump,REJONG,539,C
S48,cc8,75,clr,NW,unr,flask,FANTOM,881,C
S48,cc8,76,clr,NW,unr,stub,SELP,634,C
S48,cc8,77,clr,LF,unr,captive,JACKET,1202,C
S48,cc8,78,clr,LF,rel,offend,HURT,490,C
S48,cc8,79,deg,LF,rel,physics,MATH,741,C
S48,cc8,80,clr,NW,unr,apology,DOMP,610,C
S48,cc8,81,clr,NW,unr,ivory,CAID,903,C
S48,cc8,82,deg,NW,unr,casket,WOILY,772,C
S48,cc8,83,clr,LF,rel,trench,COAT,567,C
S48,cc8,84,deg,NW,unr,baby,DIPER,641,C
S48,cc8,85,deg,LF,unr,rinse,RIBS,602,C
S48,cc8,86,deg,LF,rel,mask,HIDE,778,C
S48,cc8,87,clr,HF,unr,stiff,FINAL,512,C
S48,cc8,88,clr,LF,rel,hawk,EAGLE,608,C
S48,cc8,89,clr,LF,unr,sailor,MONKEY,531,C
S48,cc8,90,deg,NW,unr,atom,BURFED,630,C
S48,cc8,91,clr,HF,unr,alley,GRASS,524,C
S48,cc8,92,clr,NW,unr,middle,FASHIN,974,C
S48,cc8,93,clr,NW,unr,danger,HOAFER,730,C
S48,cc8,94,deg,HF,rel,glove,HAND,693,C
S48,cc8,95,clr,NW,unr,dead,MESTED,1927,C
S48,cc8,96,deg,NW,unr,brain,VEATH,707,C
S48,cc8,97,deg,LF,unr,daring,SOCCER,619,C
S48,cc8,98,clr,NW,unr,risk,GIREN,592,C
S48,cc8,99,deg,NW,unr,ceiling,FODE,625,C
S48,cc8,100,deg,NW,unr,lonely,NEEK,678,C
S48,cc8,101,clr,HF,rel,bleach,WHITE,599,C
S48,cc8,102,deg,HF,rel,loop,CIRCLE,551,C
S48,cc8,103,clr,LF,rel,drum,STICK,495,C
S48,cc8,104,clr,LF,unr,thimble,LOUD,507,C
S48,cc8,105,clr,HF,rel,society,PEOPLE,472,C
S48,cc8,106,clr,NW,unr,clue,WINT,737,C
S48,cc8,107,clr,LF,unr,referee,BRAVE,974,C
S48,cc8,108,clr,HF,unr,problem,SECOND,649,C
S48,cc8,109,clr,NW,unr,step,PURD,564,C
S48,cc8,110,clr,LF,unr,walrus,GUILT,623,C
S48,cc8,111,clr,HF,unr,guest,FIGHT,628,C
S48,cc8,112,deg,NW,unr,stove,TEAPS,698,C
S48,cc8,113,deg,LF,unr,juggler,UGLY,577,C
S48,cc8,114,deg,LF,rel,musk,SCENT,606,C
S48,cc8,115,clr,NW,unr,shape,JOAD,656,C
S48,cc8,116,clr,HF,rel,bush,GARDEN,748,C
S48,cc8,117,deg,NW,unr,push,JAINS,793,C
S48,cc8,118,clr,NW,unr,quart,NEEPS,929,C
S48,cc8,119,deg,HF,rel,term,WORD,613,C
S48,cc8,120,deg,LF,rel,burst,BALLOON,696,C
S48,cc8,121,clr,NW,unr,magic,SARPS,779,C
S48,cc8,122,deg,NW,unr,hoop,BRIPED,720,C
S48,cc8,123,deg,LF,unr,dungeon,BREAD,649,C
S48,cc8,124,deg,NW,unr,tire,VIND,772,C
S48,cc8,125,clr,NW,unr,launch,GLIM,776,C
S48,cc8,126,clr,LF,rel,omelet,EGGS,714,C
S48,cc8,127,clr,NW,unr,kind,BOAFE,562,C
S48,cc8,128,deg,HF,unr,pour,WALK,570,E
S48,cc8,129,deg,HF,rel,just,RIGHT,562,C
S48,cc8,130,clr,NW,unr,penny,FRID,568,C
S48,cc8,131,clr,HF,unr,rooster,FIELD,452,C
S48,cc8,132,clr,LF,rel,yarn,WOOL,903,E
S48,cc8,133,clr,NW,unr,fingers,TRIVEEF,623,C
S48,cc8,134,clr,HF,unr,simple,PICK,709,C
S48,cc8,135,clr,NW,unr,shelter,PROWAMP,603,C
S48,cc8,136,clr,NW,unr,cement,HISHES,636,C
S48,cc8,137,clr,LF,unr,pear,SODA,531,C
S48,cc8,138,deg,NW,unr,bitter,INTHID,662,C
S48,cc8,139,deg,HF,unr,marble,HELP,628,C
S48,cc8,140,deg,LF,rel,thaw,MELT,586,C
S48,cc8,141,deg,NW,unr,alcohol,ROFT,791,C
S48,cc8,142,deg,HF,unr,much,YEAR,639,C
S48,cc8,143,deg,NW,unr,cash,HITY,648,C
S48,cc8,144,clr,HF,unr,frost,CITY,563,C
S48,cc8,145,deg,NW,unr,dark,NOAL,617,C
S48,cc8,146,clr,LF,rel,pigeon,BIRD,415,C
S48,cc8,147,deg,LF,rel,ounce,PINT,649,C
S48,cc8,148,clr,NW,unr,closet,TRANSHORD,564,C
S48,cc8,149,clr,NW,unr,gentle,GLIDEL,560,C
S48,cc8,150,deg,HF,unr,nephew,READ,647,C
S48,cc8,151,clr,NW,unr,fishing,HIFT,562,C
S48,cc8,152,deg,HF,rel,guide,LEAD,555,C
S48,cc8,153,deg,NW,unr,avenue,OVERWEEF,643,C
S48,cc8,154,clr,LF,rel,seam,PANTS,411,C
S48,cc8,155,clr,HF,unr,counsel,FLOOR,406,C
S48,cc8,156,clr,HF,unr,gloves,BEST,433,C
S48,cc8,157,deg,NW,unr,whiskey,SUBRUCT,610,C
S48,cc8,158,clr,LF,unr,foolish,GUILTY,565,C
S48,cc8,159,clr,HF,rel,knock,DOOR,655,C
S48,cc8,160,deg,HF,rel,reality,LIFE,618,C
S48,cc8,161,clr,NW,unr,fangs,PRALE,816,C
S48,cc8,162,clr,NW,unr,write,INTERVESS,636,C
S48,cc8,163,deg,NW,unr,strange,RAIM,675,C
S48,cc8,164,deg,HF,rel,package,PRESENT,548,C
S48,cc8,165,clr,LF,unr,throne,WEIRD,1082,C
S48,cc8,166,deg,NW,unr,peel,FOOR,602,E
S48,cc8,167,deg,NW,unr,singer,CATHE,597,C
S48,cc8,168,clr,NW,unr,drawing,FARPER,822,C
S48,cc8,169,deg,NW,unr,price,MEERS,565,C
S48,cc8,170,clr,NW,unr,beach,SEEF,526,C
S48,cc8,171,deg,LF,unr,awkward,KING,577,C
S48,cc8,172,deg,NW,unr,excuse,PIMEL,700,C
S48,cc8,173,deg,NW,unr,weak,VIRD,675,C
S48,cc8,174,clr,HF,unr,cuddle,WRITE,770,E
S48,cc8,175,clr,NW,unr,inhale,DISBAMP,800,C
S48,cc8,176,clr,HF,rel,lodge,HOTEL,681,C
S48,cc8,177,deg,HF,unr,free,HEART,520,C
S48,cc8,178,deg,HF,rel,costume,PARTY,441,C
S48,cc8,179,clr,LF,rel,toaster,OVEN,362,C
S48,cc8,180,clr,LF,rel,snorkel,SWIM,362,C
S48,cc8,181,clr,NW,unr,where,NIDE,586,C
S48,cc8,182,deg,NW,unr,minute,WOATER,855,C
S48,cc8,183,deg,NW,unr,rabbit,BLIDE,714,E
S48,cc8,184,clr,LF,rel,bunch,BANANA,590,C
S48,cc8,185,deg,NW,unr,coral,DISMONG,574,C
S48,cc8,186,clr,NW,unr,shake,SUBVURD,793,C
S48,cc8,187,clr,NW,unr,lobster,WOINS,690,C
S48,cc8,188,deg,LF,unr,shame,TUSK,853,E
S48,cc8,189,deg,HF,unr,outcome,BOARD,674,C
S48,cc8,190,deg,HF,unr,side,DARK,723,C
S48,cc8,191,clr,NW,unr,drink,VACER,476,C
S48,cc8,192,clr,NW,unr,person,RESATH,613,C
S48,cc8,193,clr,HF,unr,lips,FIGURE,532,C
S48,cc8,194,clr,HF,unr,design,OPEN,439,C
S48,cc8,195,clr,NW,unr,cracker,GEENER,423,E
S48,cc8,196,clr,NW,unr,moon,DERON,576,C
S48,cc8,197,clr,HF,rel,stem,PLANT,778,C
S48,cc8,198,deg,HF,unr,gate,MAKE,736,C
S48,cc8,199,deg,NW,unr,crowd,JASHES,619,C
S48,cc8,200,deg,LF,unr,grain,DEFEND,1009,C
S48,cc8,201,clr,NW,unr,pool,HADER,723,C
S48,cc8,202,clr,LF,rel,stingy,CHEAP,540,C
S48,cc8,203,deg,NW,unr,neat,TOOMS,562,C
S48,cc8,204,clr,NW,unr,stand,VOLKEL,588,C
S48,cc8,205,deg,HF,rel,wager,GAMBLE,631,C
S48,cc8,206,deg,LF,unr,pickle,TIGER,720,C
S48,cc8,207,clr,LF,unr,latch,GLUE,472,C
S48,cc8,208,clr,HF,unr,hike,LIQUID,449,C
S48,cc8,209,deg,NW,unr,chair,INTERMIET,1267,C
S48,cc8,210,deg,HF,rel,steam,ENGINE,649,C
S48,cc8,211,clr,NW,unr,rock,MIPER,613,C
S48,cc8,212,deg,HF,rel,tractor,PULL,440,C
S48,cc8,213,deg,LF,unr,squeak,OCEAN,599,C
S48,cc8,214,clr,NW,unr,human,PLOGED,600,C
S48,cc8,215,deg,NW,unr,finish,PROLEEL,1272,C
S48,cc8,216,deg,NW,unr,helium,GINED,657,C
S48,cc8,217,deg,HF,rel,pack,BACK,510,C
S48,cc8,218,clr,LF,unr,crumb,FORGIVE,429,C
S48,cc8,219,deg,NW,unr,cough,VIRED,810,C
S48,cc8,220,deg,NW,unr,virtue,HICE,1221,C
S48,cc8,221,clr,LF,unr,scallop,TEAR,595,C
S48,cc8,222,deg,LF,rel,flannel,SHIRT,724,C
S48,cc8,223,deg,NW,unr,village,NAKE,575,E
S48,cc8,224,deg,LF,unr,mints,VAMPIRE,404,C
S48,cc8,225,clr,HF,rel,gender,FEMALE,463,C
S48,cc8,226,clr,NW,unr,doctor,GACKEL,613,C
S48,cc8,227,deg,HF,rel,since,WHEN,648,C
S48,cc8,228,deg,LF,unr,pardon,CAKE,547,C
S48,cc8,229,clr,LF,unr,attack,SAND,600,C
S48,cc8,230,clr,NW,unr,kill,OVERTAGE,824,C
S48,cc8,231,clr,HF,rel,serial,NUMBER,822,C
S48,cc8,232,deg,NW,unr,whip,NERM,868,C
S48,cc8,233,deg,NW,unr,sketch,SEMINART,665,C
S48,cc8,234,deg,NW,unr,chance,KENTED,887,C
S48,cc8,235,clr,NW,unr,lose,LURB,578,C
S48,cc8,236,deg,NW,unr,husk,NIFTS,610,C
S48,cc8,237,clr,NW,unr,alike,KOOPER,499,C
S48,cc8,238,deg,NW,unr,funny,TELD,737,C
S48,cc8,239,deg,NW,unr,clam,HORME,543,C
